,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5638630,396,CASH_IN,283873.63,47373.0,331246.63,88234.42,0.0,0,0
5652360,396,CASH_IN,206914.48,3341943.32,3548857.81,411823.22,204908.73,0,0
5570454,393,PAYMENT,21197.01,0.0,0.0,0.0,0.0,0,0
1327022,137,PAYMENT,41097.85,107147.0,66049.15,0.0,0.0,0,0
1737159,161,PAYMENT,10.05,9261.0,9250.95,0.0,0.0,0,0
4593612,328,PAYMENT,43328.48,186440.0,143111.52,0.0,0.0,0,0
6273019,630,CASH_OUT,99442.88,0.0,0.0,1495204.47,1594647.35,0,0
5470386,379,CASH_OUT,165379.47,0.0,0.0,3379619.91,3544999.38,0,0
1894348,165,PAYMENT,12095.22,9868.0,0.0,0.0,0.0,0,0
3146091,236,PAYMENT,17302.67,2725.0,0.0,0.0,0.0,0,0
5099942,355,PAYMENT,11705.61,0.0,0.0,0.0,0.0,0,0
2895152,228,TRANSFER,293527.58,0.0,0.0,317303.05,610830.63,0,0
3489715,258,CASH_OUT,42789.44,40233.0,0.0,0.0,42789.44,0,0
1225792,133,CASH_OUT,212289.29,4094.0,0.0,1181449.25,1393738.55,0,0
4291486,307,CASH_IN,132048.07,3191393.79,3323441.87,433034.21,300986.14,0,0
4292581,307,TRANSFER,2222698.51,0.0,0.0,9103005.21,11325703.72,0,0
4051852,300,CASH_IN,255722.06,78937.0,334659.06,442679.41,186957.35,0,0
3648252,275,PAYMENT,13993.72,33516.45,19522.73,0.0,0.0,0,0
1586724,155,PAYMENT,26479.98,0.0,0.0,0.0,0.0,0,0
5196135,369,PAYMENT,31232.57,0.0,0.0,0.0,0.0,0,0
4294192,307,CASH_OUT,149866.43,20958.0,0.0,165548.51,315414.94,0,0
4752723,333,PAYMENT,30000.07,127.0,0.0,0.0,0.0,0,0
4170079,304,CASH_OUT,69714.49,0.0,0.0,1170896.86,1240611.35,0,0
1752842,161,CASH_OUT,119432.94,129134.0,9701.06,625416.78,744849.72,0,0
3192054,241,PAYMENT,70822.67,0.0,0.0,0.0,0.0,0,0
230450,14,TRANSFER,123757.64,0.0,0.0,3279046.1,3031830.08,0,0
5282003,372,CASH_OUT,127649.73,0.0,0.0,2733718.72,2861368.45,0,0
2869781,227,CASH_OUT,47090.82,0.0,0.0,468426.45,515517.28,0,0
3046932,234,CASH_OUT,145204.72,0.0,0.0,363442.85,508647.57,0,0
1726006,160,CASH_IN,481537.22,239140.0,720677.22,931660.84,450123.62,0,0
3184272,239,PAYMENT,5364.77,94608.01,89243.23,0.0,0.0,0,0
5276560,372,CASH_IN,393034.66,5434526.93,5827561.59,590729.03,197694.37,0,0
1600374,156,PAYMENT,21025.5,164403.0,143377.5,0.0,0.0,0,0
4506293,325,PAYMENT,6363.76,0.0,0.0,0.0,0.0,0,0
495188,20,CASH_IN,80677.75,9139811.7,9220489.45,2670063.26,2672288.66,0,0
3351053,253,CASH_OUT,118126.68,39151.0,0.0,765687.73,883814.41,0,0
1040936,94,PAYMENT,2367.33,19933.0,17565.67,0.0,0.0,0,0
2137775,184,CASH_OUT,149708.75,0.0,0.0,532348.58,682057.33,0,0
5740694,399,CASH_OUT,115477.1,40541.0,0.0,0.0,115477.1,0,0
923554,43,TRANSFER,1691102.78,10619.0,0.0,499980.72,2191083.49,0,0
5747365,399,PAYMENT,6478.16,0.0,0.0,0.0,0.0,0,0
118749,11,CASH_IN,122774.92,1288230.81,1411005.73,217410.0,94635.08,0,0
4947980,351,CASH_IN,198708.25,7950503.17,8149211.42,1247212.06,1048503.81,0,0
2944084,230,CASH_OUT,219695.62,46830.0,0.0,12822.1,232517.73,0,0
1925993,167,CASH_IN,73660.59,3827413.82,3901074.42,2707729.26,2634068.67,0,0
5691850,397,PAYMENT,10753.82,0.0,0.0,0.0,0.0,0,0
5743281,399,PAYMENT,30200.07,105992.0,75791.93,0.0,0.0,0,0
5407581,378,CASH_OUT,169909.16,21413.0,0.0,715128.96,885038.11,0,0
3342871,253,PAYMENT,35905.49,17835.0,0.0,0.0,0.0,0,0
819577,40,CASH_OUT,262646.37,2559.0,0.0,0.0,262646.37,0,0
3337514,253,PAYMENT,14595.46,34434.0,19838.54,0.0,0.0,0,0
6342486,692,CASH_OUT,75603.77,10377.0,0.0,0.0,75603.77,0,0
1401641,139,TRANSFER,166106.14,0.0,0.0,3742818.56,3908924.69,0,0
4925938,350,PAYMENT,6472.1,20822.0,14349.9,0.0,0.0,0,0
2234735,186,CASH_IN,590302.86,12796400.8,13386703.66,3362859.58,2772556.73,0,0
4059191,300,CASH_IN,205422.99,4574194.86,4779617.85,508280.38,302857.38,0,0
338164,16,PAYMENT,9285.74,158165.0,148879.26,0.0,0.0,0,0
626745,34,CASH_OUT,126681.44,0.0,0.0,157918.47,284599.91,0,0
27072,8,PAYMENT,277.87,103354.0,103076.13,0.0,0.0,0,0
1447402,140,TRANSFER,1588130.23,1544.0,0.0,0.0,1588130.23,0,0
1365770,138,CASH_OUT,120093.24,53006.0,0.0,0.0,120093.24,0,0
3822733,282,CASH_OUT,34345.29,20380.0,0.0,0.0,34345.29,0,0
5198337,369,CASH_OUT,33952.87,10501.0,0.0,74534543.26,74568496.13,0,0
1515521,153,CASH_OUT,247508.98,207579.0,0.0,0.0,247508.98,0,0
674099,36,CASH_IN,116996.25,854661.16,971657.41,1210873.39,1093877.14,0,0
5621343,395,CASH_IN,110650.4,2753.0,113403.4,687502.36,576851.96,0,0
869730,42,CASH_IN,198815.22,420833.47,619648.7,3458411.09,3259595.86,0,0
3382800,255,TRANSFER,168337.44,51644.0,0.0,130002.04,298339.49,0,0
2194106,185,CASH_OUT,56016.51,35163.64,0.0,251885.66,307902.17,0,0
5896565,403,PAYMENT,16869.11,0.0,0.0,0.0,0.0,0,0
3241469,250,CASH_IN,341986.37,14940.0,356926.37,0.0,0.0,0,0
5573358,393,CASH_OUT,24829.09,0.0,0.0,1263475.41,1288304.5,0,0
1269788,135,CASH_OUT,53275.55,0.0,0.0,249320.03,302595.58,0,0
1568766,155,CASH_OUT,127998.88,0.0,0.0,1464434.34,1592433.23,0,0
2292013,187,CASH_OUT,97325.91,303749.0,206423.09,12309.27,109635.19,0,0
6329139,690,PAYMENT,12661.82,240.0,0.0,0.0,0.0,0,0
1360697,138,PAYMENT,14537.31,0.0,0.0,0.0,0.0,0,0
354245,17,PAYMENT,9084.86,383345.7,374260.84,0.0,0.0,0,0
1269526,135,CASH_OUT,88259.98,190.0,0.0,790667.9,878927.88,0,0
5620800,395,PAYMENT,19763.9,0.0,0.0,0.0,0.0,0,0
3449260,257,CASH_OUT,218034.89,0.0,0.0,337954.82,555989.71,0,0
4013720,299,CASH_IN,46433.09,11056673.46,11103106.55,3147001.6,3100568.51,0,0
5777783,400,CASH_OUT,174151.85,20815.0,0.0,134343.76,308495.6,0,0
753432,38,CASH_OUT,341906.68,157229.9,0.0,5627325.38,5969232.06,0,0
5685245,397,CASH_IN,321864.73,40473.0,362337.73,86286.9,0.0,0,0
5933807,404,CASH_IN,61362.67,182.0,61544.67,1255658.08,1194295.41,0,0
2770669,213,TRANSFER,524389.76,101199.63,0.0,2729787.73,3254177.5,0,0
2440981,203,CASH_IN,277079.07,206.0,277285.07,0.0,0.0,0,0
2390347,201,CASH_OUT,60564.84,0.0,0.0,128681.93,189246.77,0,0
2771441,213,CASH_IN,203824.91,12062402.87,12266227.78,600124.11,396299.19,0,0
4443803,323,CASH_IN,125894.71,138.0,126032.71,109303.3,0.0,0,0
4422003,322,PAYMENT,9014.72,704789.68,695774.95,0.0,0.0,0,0
4035532,299,CASH_OUT,570146.49,0.0,0.0,1846106.13,2416252.63,0,0
1729665,160,PAYMENT,11459.88,0.0,0.0,0.0,0.0,0,0
4678555,331,TRANSFER,679046.37,32089.0,0.0,792157.49,1529753.24,0,0
4404174,321,CASH_OUT,151133.08,0.0,0.0,207722.23,358855.31,0,0
4452338,323,CASH_IN,330597.77,9138.0,339735.77,74375.92,0.0,0,0
2310625,188,PAYMENT,13068.28,26108.0,13039.72,0.0,0.0,0,0
2940993,230,CASH_IN,237602.05,390.0,237992.05,0.0,0.0,0,0
3056506,234,CASH_IN,32802.29,6196839.45,6229641.73,383759.08,350956.8,0,0
2405272,202,CASH_OUT,311575.08,15173.0,0.0,0.0,311575.08,0,0
2484939,204,CASH_OUT,340105.15,57512.0,0.0,716269.62,1056374.78,0,0
1216084,133,PAYMENT,11126.54,0.0,0.0,0.0,0.0,0,0
5681893,397,CASH_OUT,81188.7,150433.0,69244.3,0.0,81188.7,0,0
4795217,345,CASH_OUT,74477.76,0.0,0.0,872058.7,946536.47,0,0
2250132,187,CASH_OUT,58071.89,0.0,0.0,1083419.27,1141491.16,0,0
816278,40,CASH_OUT,15317.4,1197.0,0.0,0.0,15317.4,0,0
4365028,310,CASH_IN,251657.05,21407.0,273064.05,7713.84,0.0,0,0
1194794,132,CASH_OUT,101693.65,0.0,0.0,790647.12,892340.77,0,0
4708411,331,CASH_OUT,138178.41,121.0,0.0,2971770.26,3109948.67,0,0
6025053,469,TRANSFER,121906.63,0.0,0.0,3351143.66,3473050.29,0,0
6274965,637,CASH_IN,252112.95,2174341.32,2426454.27,3090229.65,2838116.7,0,0
1140573,131,CASH_IN,179265.48,2206794.68,2386060.16,1123461.72,944196.24,0,0
5598295,394,PAYMENT,26086.2,30469.0,4382.8,0.0,0.0,0,0
4545764,326,CASH_OUT,192666.77,0.0,0.0,1041400.84,1234067.61,0,0
1852594,164,CASH_OUT,125159.59,204257.45,79097.85,4673498.3,4798657.89,0,0
752754,38,CASH_OUT,325325.12,24774.0,0.0,3757593.86,4626928.9,0,0
4718260,332,CASH_OUT,132061.53,127.0,0.0,2290918.1,2422979.63,0,0
3437361,256,PAYMENT,17201.2,26746.0,9544.8,0.0,0.0,0,0
5584811,394,TRANSFER,1017259.2,130981.0,0.0,34260.43,1051519.63,0,0
120453,11,CASH_OUT,57063.18,0.0,0.0,282794.15,2795.47,0,0
1540546,154,CASH_IN,214890.77,14486136.94,14701027.72,383824.75,168933.98,0,0
4500538,325,CASH_OUT,238628.52,0.0,0.0,299645.64,538274.16,0,0
589030,33,TRANSFER,2016466.78,290.0,0.0,0.0,2016466.78,0,0
2229282,186,CASH_OUT,303466.75,30141.0,0.0,188579.04,492045.79,0,0
3566339,260,CASH_OUT,26347.13,82383.0,56035.87,0.0,26347.13,0,0
4636478,330,CASH_OUT,54117.89,54771.0,653.11,77602.53,131720.42,0,0
267559,15,CASH_IN,401215.36,1508585.46,1909800.83,2473419.21,2268142.06,0,0
1307127,136,PAYMENT,3390.9,205605.92,202215.02,0.0,0.0,0,0
2922878,229,CASH_IN,215440.12,7807229.41,8022669.53,1148458.33,933018.21,0,0
4902730,349,PAYMENT,80097.73,98988.0,18890.27,0.0,0.0,0,0
5755214,399,CASH_OUT,109796.58,0.0,0.0,4717146.51,4826943.1,0,0
5540000,382,PAYMENT,18484.46,0.0,0.0,0.0,0.0,0,0
2156176,184,PAYMENT,10195.46,0.0,0.0,0.0,0.0,0,0
678119,36,TRANSFER,480399.58,0.0,0.0,2988733.37,3469132.96,0,0
5701465,398,CASH_OUT,103057.6,150806.96,47749.35,907622.93,1010680.54,0,0
1316241,136,CASH_OUT,172284.35,0.0,0.0,12712892.47,12885176.83,0,0
5975070,407,PAYMENT,18876.84,0.0,0.0,0.0,0.0,0,0
2044314,181,PAYMENT,12723.23,272476.13,259752.91,0.0,0.0,0,0
5332161,374,CASH_IN,191218.17,713388.88,904607.06,6362219.05,6171000.88,0,0
5620157,395,CASH_OUT,64711.57,217458.0,152746.43,0.0,64711.57,0,0
3178582,239,CASH_OUT,241478.02,0.0,0.0,5010825.33,5252303.35,0,0
2713314,211,CASH_IN,94720.49,14824877.65,14919598.14,402583.02,307862.53,0,0
2837280,226,PAYMENT,42161.01,0.0,0.0,0.0,0.0,0,0
4865834,348,PAYMENT,44887.84,0.0,0.0,0.0,0.0,0,0
3796391,281,PAYMENT,2610.08,32940.0,30329.92,0.0,0.0,0,0
6121804,538,CASH_IN,123958.55,9194389.9,9318348.45,1058908.85,934950.3,0,0
3010314,232,PAYMENT,3888.71,25406.0,21517.29,0.0,0.0,0,0
5323318,374,TRANSFER,72414.67,21247.0,0.0,326657.03,399071.7,0,0
1244526,134,CASH_OUT,288980.7,55601.0,0.0,2341112.8,2630093.5,0,0
2464765,203,CASH_OUT,91280.11,0.0,0.0,356681.01,447961.12,0,0
4527694,326,TRANSFER,1598944.78,0.0,0.0,8952941.9,10551886.69,0,0
3483219,258,TRANSFER,1160356.35,47303.0,0.0,8180928.45,9341284.8,0,0
2690798,211,CASH_IN,591250.45,3082834.58,3674085.03,636331.89,45081.44,0,0
5835666,402,CASH_IN,127403.26,5180.0,132583.26,0.0,0.0,0,0
3017805,233,CASH_OUT,345705.32,0.0,0.0,16501734.19,16847439.51,0,0
2219265,186,PAYMENT,14644.1,0.0,0.0,0.0,0.0,0,0
3959195,289,PAYMENT,42225.12,139812.74,97587.63,0.0,0.0,0,0
2378442,192,DEBIT,4067.63,22283.0,18215.37,898289.45,902357.08,0,0
4697939,331,PAYMENT,6068.35,17169.48,11101.12,0.0,0.0,0,0
1588912,155,PAYMENT,535.24,0.0,0.0,0.0,0.0,0,0
143083,11,CASH_IN,101008.4,2055461.32,2156469.73,899241.56,790159.9,0,0
4418553,322,PAYMENT,16192.33,0.0,0.0,0.0,0.0,0,0
739266,38,PAYMENT,2829.16,40176.0,37346.84,0.0,0.0,0,0
1164398,132,CASH_OUT,169311.94,0.0,0.0,4234858.61,4404170.56,0,0
1725277,160,CASH_OUT,137934.08,0.0,0.0,918815.29,1056749.38,0,0
5436582,378,CASH_OUT,193436.49,258251.0,64814.51,0.0,193436.49,0,0
5956448,405,PAYMENT,10526.73,107161.69,96634.96,0.0,0.0,0,0
609272,34,PAYMENT,25700.47,40152.0,14451.53,0.0,0.0,0,0
5280740,372,CASH_IN,195700.56,7763980.22,7959680.78,417165.31,221464.75,0,0
2996006,232,TRANSFER,2177762.84,0.0,0.0,2515928.89,4693691.73,0,0
4455149,323,CASH_IN,3228.24,4934660.26,4937888.5,456477.1,453248.86,0,0
423447,18,CASH_IN,285761.15,10529911.68,10815672.82,756591.17,470830.02,0,0
5276812,372,CASH_OUT,426530.94,2692.0,0.0,234668.0,661198.94,0,0
3203604,249,PAYMENT,14468.19,353499.83,339031.64,0.0,0.0,0,0
1619671,157,PAYMENT,1353.28,403479.19,402125.91,0.0,0.0,0,0
2895301,228,PAYMENT,27181.59,267269.83,240088.24,0.0,0.0,0,0
3526359,259,CASH_OUT,111362.0,21205.0,0.0,1278.0,112640.0,0,0
1452770,140,CASH_OUT,156057.8,70408.0,0.0,335120.87,491178.67,0,0
326924,16,CASH_OUT,250099.23,103919.0,0.0,99225.0,576464.04,0,0
2139945,184,CASH_IN,152133.85,112771.25,264905.1,723199.62,571065.77,0,0
5646741,396,CASH_IN,15139.01,76844.0,91983.01,0.0,0.0,0,0
1153595,131,CASH_IN,24941.97,5124266.41,5149208.39,435421.97,410480.0,0,0
4540147,326,PAYMENT,26754.39,0.0,0.0,0.0,0.0,0,0
5648141,396,CASH_OUT,156435.18,426843.39,270408.21,1110037.43,1266472.61,0,0
4647678,330,CASH_OUT,104831.41,0.0,0.0,267901.02,372732.43,0,0
4763088,334,PAYMENT,7648.29,51516.0,43867.71,0.0,0.0,0,0
3198669,249,PAYMENT,11048.92,1013.0,0.0,0.0,0.0,0,0
2575557,207,PAYMENT,1601.7,231965.19,230363.49,0.0,0.0,0,0
720488,37,TRANSFER,21769.99,48608.79,26838.79,1032312.42,1470053.11,0,0
732905,37,PAYMENT,2875.28,6408.8,3533.52,0.0,0.0,0,0
834420,41,CASH_IN,50514.96,20739200.91,20789715.87,8588817.98,8538303.02,0,0
4036890,299,CASH_OUT,561352.23,0.0,0.0,796940.71,1358292.94,0,0
780865,39,CASH_OUT,208744.49,100443.0,0.0,5191231.53,5399976.03,0,0
3065345,234,PAYMENT,1750.05,430.0,0.0,0.0,0.0,0,0
5912457,404,CASH_OUT,76620.12,19526.0,0.0,0.0,76620.12,0,0
4986055,352,PAYMENT,19557.53,9798.0,0.0,0.0,0.0,0,0
6198665,574,CASH_IN,99775.01,564.0,100339.01,830985.59,731210.58,0,0
5266653,372,PAYMENT,15266.45,27499.0,12232.55,0.0,0.0,0,0
2979909,231,PAYMENT,8930.16,60742.0,51811.84,0.0,0.0,0,0
4602594,329,CASH_OUT,239307.27,0.0,0.0,2835156.65,3074463.92,0,0
531012,20,CASH_OUT,235646.06,0.0,0.0,2697883.97,2933530.04,0,0
1273391,135,TRANSFER,434612.96,218954.5,0.0,1230513.3,1665126.27,0,0
5450506,379,PAYMENT,4701.77,108543.06,103841.29,0.0,0.0,0,0
2280418,187,CASH_OUT,431325.08,0.0,0.0,2173251.88,2604576.96,0,0
5485253,379,CASH_IN,360132.63,9190727.68,9550860.31,1817489.78,1457357.15,0,0
3180157,239,CASH_IN,340648.79,1636142.69,1976791.48,1775116.65,1434467.86,0,0
2405939,202,PAYMENT,8464.65,0.0,0.0,0.0,0.0,0,0
2606312,208,CASH_OUT,19771.09,4204.0,0.0,441502.83,461273.93,0,0
5446872,379,CASH_IN,150603.36,12049.0,162652.36,0.0,0.0,0,0
1807107,163,CASH_IN,3960.27,2293843.17,2297803.44,2536069.47,2532109.2,0,0
225697,14,CASH_OUT,135148.25,0.0,0.0,955009.02,1090157.27,0,0
5650246,396,PAYMENT,20778.64,0.0,0.0,0.0,0.0,0,0
5462847,379,TRANSFER,770242.58,11670.0,0.0,0.0,770242.58,0,0
1411550,139,CASH_IN,115844.65,20668.0,136512.65,223696.93,107852.27,0,0
5722714,398,PAYMENT,28599.35,31861.0,3261.65,0.0,0.0,0,0
4082347,301,PAYMENT,3988.47,54472.96,50484.49,0.0,0.0,0,0
2461442,203,PAYMENT,18048.85,0.0,0.0,0.0,0.0,0,0
3583809,261,CASH_IN,31868.38,1846891.44,1878759.81,3830449.62,3798581.24,0,0
3886120,283,PAYMENT,7628.77,15990.0,8361.23,0.0,0.0,0,0
1907628,166,PAYMENT,6438.9,26116.0,19677.1,0.0,0.0,0,0
3782555,280,CASH_IN,203540.42,4929778.62,5133319.04,557564.77,354024.35,0,0
34136,8,CASH_OUT,400619.67,0.0,0.0,450830.3,2373561.17,0,0
2081025,182,PAYMENT,706.67,0.0,0.0,0.0,0.0,0,0
2761403,213,CASH_IN,54304.72,2108435.42,2162740.15,301424.41,247119.69,0,0
2266911,187,CASH_OUT,159898.0,0.0,0.0,8094326.24,8254224.24,0,0
2663654,210,CASH_OUT,20258.0,11291.0,0.0,0.0,20258.0,0,0
4199603,305,PAYMENT,11893.86,0.0,0.0,0.0,0.0,0,0
3876038,283,PAYMENT,6025.46,0.0,0.0,0.0,0.0,0,0
1981142,179,CASH_OUT,195503.55,107030.6,0.0,946141.16,1141644.71,0,0
4217506,305,CASH_OUT,46836.23,31378.0,0.0,21325.56,68161.78,0,0
37849,9,PAYMENT,31374.81,50080.0,18705.19,0.0,0.0,0,0
4386594,312,PAYMENT,73837.57,0.0,0.0,0.0,0.0,0,0
1255218,134,PAYMENT,74664.66,100.0,0.0,0.0,0.0,0,0
4932506,350,PAYMENT,16559.54,136109.87,119550.32,0.0,0.0,0,0
5362865,375,PAYMENT,10074.7,0.0,0.0,0.0,0.0,0,0
3731675,278,CASH_IN,221586.17,249362.0,470948.17,120391.32,0.0,0,0
2840169,226,CASH_OUT,150865.19,0.0,0.0,1500151.66,1651016.85,0,0
1021783,47,CASH_IN,221826.55,2002075.34,2223901.89,653209.31,431382.76,0,0
57714,9,CASH_OUT,232998.61,0.0,0.0,786400.44,1521901.43,0,0
1621148,157,CASH_OUT,231638.07,50493.0,0.0,0.0,231638.07,0,0
4949277,351,PAYMENT,16832.05,41349.0,24516.95,0.0,0.0,0,0
5241645,371,PAYMENT,26951.99,158940.0,131988.01,0.0,0.0,0,0
6095166,522,CASH_OUT,281945.54,9123.0,0.0,0.0,281945.54,0,0
5380042,376,PAYMENT,7665.53,0.0,0.0,0.0,0.0,0,0
2535781,205,CASH_IN,66185.66,30046.0,96231.66,297915.76,231730.1,0,0
4813785,346,CASH_OUT,207708.07,49599.0,0.0,201248.54,408956.6,0,0
1551176,154,TRANSFER,437634.73,0.0,0.0,2783164.73,3220799.46,0,0
1635995,157,PAYMENT,822.95,0.0,0.0,0.0,0.0,0,0
1220552,133,PAYMENT,3634.86,0.0,0.0,0.0,0.0,0,0
2746394,212,PAYMENT,6127.91,21588.0,15460.09,0.0,0.0,0,0
5168164,358,PAYMENT,1719.74,0.0,0.0,0.0,0.0,0,0
4696172,331,PAYMENT,3631.59,68347.0,64715.41,0.0,0.0,0,0
3260438,251,CASH_IN,226966.54,2948625.77,3175592.31,751410.77,524444.24,0,0
4601480,329,CASH_IN,174644.89,1669676.13,1844321.02,3602976.24,3428331.35,0,0
3515580,259,CASH_OUT,336388.75,0.0,0.0,1199005.45,1535394.2,0,0
5837029,402,CASH_IN,287744.27,1208.0,288952.27,0.0,0.0,0,0
1921902,167,CASH_IN,257464.73,1717483.35,1974948.07,443438.26,185973.53,0,0
5575145,393,PAYMENT,9561.82,10030.0,468.18,0.0,0.0,0,0
4036665,299,TRANSFER,3294699.86,101.0,0.0,9484.49,3304184.35,0,0
3561488,260,CASH_OUT,188715.91,2303.0,0.0,5945810.99,6134526.9,0,0
4855368,347,CASH_OUT,167693.23,0.0,0.0,2317565.71,2485258.95,0,0
3894620,284,CASH_OUT,235686.59,0.0,0.0,430124.78,665811.37,0,0
1497805,142,CASH_OUT,9115.08,459.0,0.0,145971.63,155086.7,0,0
2017604,180,CASH_OUT,220928.7,0.0,0.0,285093.31,506022.01,0,0
2816484,225,PAYMENT,18956.25,6441.0,0.0,0.0,0.0,0,0
3866075,283,CASH_OUT,177116.25,11099.0,0.0,5170460.62,5347576.87,0,0
4408021,322,CASH_IN,68213.84,53167.0,121380.84,760870.76,692656.91,0,0
2352075,189,CASH_OUT,45170.97,0.0,0.0,203658.33,248829.3,0,0
2367051,191,CASH_IN,113765.94,2086415.3,2200181.24,1440100.28,1326334.35,0,0
5985813,408,CASH_IN,23282.35,166971.0,190253.35,3011761.85,2988479.5,0,0
1191082,132,CASH_OUT,300731.23,0.0,0.0,605130.71,905861.94,0,0
4062566,300,CASH_IN,22453.93,4675493.22,4697947.15,2835948.46,2813494.52,0,0
1416914,139,CASH_OUT,206600.41,0.0,0.0,324544.11,531144.51,0,0
2261829,187,CASH_OUT,122173.47,50888.0,0.0,212939.0,335112.47,0,0
4022221,299,PAYMENT,25772.87,0.0,0.0,0.0,0.0,0,0
3168918,238,CASH_OUT,40707.2,107979.0,67271.8,15764.69,56471.89,0,0
5308614,373,PAYMENT,10983.47,493683.71,482700.25,0.0,0.0,0,0
4625726,329,CASH_OUT,209027.47,0.0,0.0,3793362.48,4002389.95,0,0
3647294,275,CASH_IN,86592.96,297.0,86889.96,0.0,0.0,0,0
5040053,354,PAYMENT,14083.93,9074.0,0.0,0.0,0.0,0,0
626704,34,PAYMENT,12510.31,0.0,0.0,0.0,0.0,0,0
5941089,404,CASH_IN,134085.32,3335161.09,3469246.41,10524848.56,10390763.24,0,0
4344275,308,PAYMENT,23916.8,5561.0,0.0,0.0,0.0,0,0
2183771,185,PAYMENT,25405.54,0.0,0.0,0.0,0.0,0,0
4608061,329,CASH_OUT,426033.45,11426.0,0.0,0.0,426033.45,0,0
2947678,230,PAYMENT,20511.19,29822.0,9310.81,0.0,0.0,0,0
179587,12,TRANSFER,60294.76,0.0,0.0,858941.63,1952621.24,0,0
5623771,395,CASH_IN,161756.28,3100947.84,3262704.12,1217015.71,1055259.43,0,0
6024146,469,CASH_IN,6905.88,54534.0,61439.88,0.0,0.0,0,0
696544,36,PAYMENT,5394.23,39844.0,34449.77,0.0,0.0,0,0
1207766,133,CASH_IN,143070.51,96103.0,239173.51,227643.16,84572.65,0,0
5471880,379,PAYMENT,13557.58,56537.0,42979.42,0.0,0.0,0,0
4175599,304,CASH_IN,70499.99,15190446.54,15260946.53,141711.85,71211.86,0,0
2929096,229,CASH_OUT,64586.42,14327.0,0.0,906481.1,971067.53,0,0
3210783,249,PAYMENT,5501.47,0.0,0.0,0.0,0.0,0,0
6161787,550,PAYMENT,8662.83,2770.0,0.0,0.0,0.0,0,0
4692137,331,PAYMENT,11738.22,40047.0,28308.78,0.0,0.0,0,0
3733585,278,CASH_OUT,70780.63,113.0,0.0,0.0,70780.63,0,0
2420273,202,CASH_OUT,161614.83,0.0,0.0,279235.84,440850.67,0,0
3252324,251,CASH_IN,328805.5,73493.0,402298.5,83147.76,0.0,0,0
3767227,280,PAYMENT,743.18,42665.0,41921.82,0.0,0.0,0,0
5934397,404,CASH_OUT,138472.74,0.0,0.0,1221000.35,1359473.08,0,0
5235384,371,CASH_IN,87542.87,12118999.85,12206542.72,1811815.14,1724272.27,0,0
4083983,301,PAYMENT,8181.56,0.0,0.0,0.0,0.0,0,0
6172317,564,PAYMENT,11541.27,946.0,0.0,0.0,0.0,0,0
5180299,359,CASH_OUT,16361.52,31214.61,14853.09,56771.3,73132.82,0,0
4715734,332,CASH_IN,12993.79,43797.0,56790.79,11890.84,0.0,0,0
3331495,253,PAYMENT,12429.78,10263.0,0.0,0.0,0.0,0,0
4659420,330,CASH_OUT,388506.56,58975.0,0.0,76447.27,464953.83,0,0
4863026,348,TRANSFER,36002.84,0.0,0.0,63370.86,99373.7,0,0
1262561,134,CASH_IN,212605.73,717175.55,929781.29,936685.51,724079.78,0,0
5891519,403,CASH_IN,290687.34,18671082.49,18961769.83,2450017.34,2159330.0,0,0
1156556,131,CASH_OUT,786932.92,0.0,0.0,2158553.84,2945486.76,0,0
3327541,253,TRANSFER,919783.98,41680.0,0.0,26166.94,945950.92,0,0
5954585,405,CASH_IN,87748.19,19519079.17,19606827.35,1417481.76,1329733.57,0,0
357888,17,CASH_OUT,249348.4,0.0,0.0,3042108.19,3291456.6,0,0
2965992,231,CASH_IN,60340.67,22710497.94,22770838.61,668606.98,608266.3,0,0
302732,15,CASH_OUT,50387.59,0.0,0.0,294800.84,345188.43,0,0
3105956,235,CASH_IN,209978.12,2277965.02,2487943.15,1875897.12,1665919.0,0,0
6178530,565,CASH_OUT,481082.21,315.0,0.0,356432.11,837514.32,0,0
1640748,157,TRANSFER,1171903.34,0.0,0.0,9237937.77,10377400.63,0,0
1858463,164,PAYMENT,494.76,5569.0,5074.24,0.0,0.0,0,0
1319759,136,CASH_IN,135336.64,33934.0,169270.64,116419.18,0.0,0,0
5593769,394,CASH_IN,135621.44,42793.0,178414.44,326226.49,190605.05,0,0
491856,19,CASH_OUT,135322.55,207551.71,72229.16,323964.53,459287.08,0,0
1369978,138,CASH_OUT,144740.42,26512.0,0.0,5842794.28,5987534.71,0,0
3979397,297,CASH_OUT,72596.58,0.0,0.0,522625.55,595222.13,0,0
3653108,275,CASH_OUT,329854.71,9388.9,0.0,443607.26,773461.97,0,0
1885131,164,PAYMENT,24723.55,334440.0,309716.45,0.0,0.0,0,0
478512,19,PAYMENT,13545.65,38.0,0.0,0.0,0.0,0,0
5834617,402,CASH_OUT,28774.49,21591.0,0.0,353535.03,382309.52,0,0
3226662,250,CASH_OUT,207979.35,0.0,0.0,235146.06,443125.41,0,0
2364107,190,CASH_IN,45383.47,9595688.85,9641072.32,873282.63,827899.16,0,0
4705916,331,CASH_OUT,779.44,0.0,0.0,767034.08,767813.52,0,0
3879641,283,CASH_OUT,232586.2,0.0,0.0,1724043.84,1956630.04,0,0
5385172,376,TRANSFER,5081910.51,153617.0,0.0,1336883.76,6418794.27,0,0
